N. Pokédex,Pokémon,Forme,Tipo1,Tipo2,Categoria,Grado,PS,Attacco,Difesa,Attacco sp.,Difesa sp.,Velocità,Totale,Media,Mossa 1,Mossa 2,Mossa 3,Mossa 4,Forte 1 Contro,Forte 2 Contro,Debole 1 Contro,Debole 2 Contro
#0137,Porygon,,Normale,,Pokémon Virtuale,Base,65,60,70,85,75,40,395,65.83,Ice Beam,Protect,Reflect,Rest,–,–,Lotta,–
#0138,Omanyte,,Roccia,Acqua,Pokémon Spirale,Base,35,40,100,90,55,35,355,59.17,Hydro Pump,Ice Beam,Knock Off,Protect,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0139,Omastar,,Roccia,Acqua,Pokémon Spirale,Stadio 1,70,60,125,115,70,55,495,82.50,Earth Power,Hydro Pump,Ice Beam,Knock Off,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0140,Kabuto,,Roccia,Acqua,Pokémon Crostaceo,Base,30,80,90,55,45,55,355,59.17,Hydro Pump,Ice Beam,Knock Off,Protect,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0141,Kabutops,,Roccia,Acqua,Pokémon Crostaceo,Stadio 1,60,115,105,65,70,80,495,82.50,Flip Turn,Hydro Pump,Ice Beam,Knock Off,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Terra - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Erba
#0142,Aerodactyl,Forma Normale,Roccia,Volante,Pokémon Fossile,Base,80,105,65,60,75,130,515,85.83,Bulldoze,Dual Wingbeat,Earthquake,Protect,Coleottero - Fuoco - Volante - Ghiaccio,Coleottero - Lotta - Erba,Lotta - Erba - Terra - Acciaio - Acqua,Elettro - Ghiaccio - Roccia
#0143,Snorlax,Forma Normale,Normale,,Pokémon Sonno,Base,160,110,65,65,110,30,540,90.00,Belly Drum,Body Slam,Curse,Darkest Lariat,–,–,Lotta,–
#0144,Articuno,Forma Normale,Ghiaccio,Volante,Pokémon Gelo,Base,90,85,100,95,125,85,580,96.67,Air Slash,Blizzard,Freeze-Dry,Hurricane,Drago - Volante - Erba - Terra,Coleottero - Lotta - Erba,Lotta - Fuoco - Roccia - Acciaio,Elettro - Ghiaccio - Roccia
#0144,Articuno,Forma Galar,Psico,Volante,Pokémon Sanguefreddo,Base,90,85,85,125,100,95,580,96.67,Air Slash,Expanding Force,Freezing Glare,Hurricane,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0145,Zapdos,Forma Normale,Elettro,Volante,Pokémon Elettrico,Base,90,90,85,125,90,100,580,96.67,Baton Pass,Detect,Heat Wave,Hurricane,Volante - Acqua,Coleottero - Lotta - Erba,Terra,Elettro - Ghiaccio - Roccia
#0145,Zapdos,Forma Galar,Lotta,Volante,Pokémon Zampeforti,Base,90,125,90,85,90,100,580,96.67,Baton Pass,Detect,Heat Wave,Hurricane,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Lotta - Erba,Folletto - Volante - Psico,Elettro - Ghiaccio - Roccia
#0146,Moltres,Forma Normale,Fuoco,Volante,Pokémon Fiamma,Base,90,100,90,125,85,90,580,96.67,Air Slash,Burn Up,Heat Wave,Hurricane,Coleottero - Erba - Ghiaccio - Acciaio,Coleottero - Lotta - Erba,Terra - Roccia - Acqua,Elettro - Ghiaccio - Roccia
#0146,Moltres,Forma Galar,Buio,Volante,Pokémon Malvagità,Base,90,85,90,100,125,90,580,96.67,Air Slash,Burn Up,Heat Wave,Hurricane,Spettro - Psico,Coleottero - Lotta - Erba,Coleottero - Folletto - Lotta,Elettro - Ghiaccio - Roccia
#0147,Dratini,,Drago,,Pokémon Drago,Base,41,64,45,50,50,50,300,50.00,Hydro Pump,Ice Beam,Light Screen,Protect,Drago,–,Drago - Folletto - Ghiaccio,–
#0148,Dragonair,,Drago,,Pokémon Drago,Stadio 1,61,84,65,70,70,70,420,70.00,Aqua Jet,Breaking Swipe,Dragon Tail,Hydro Pump,Drago,–,Drago - Folletto - Ghiaccio,–
#0149,Dragonite,,Drago,Volante,Pokémon Drago,Stadio 2,91,134,95,100,100,80,600,100.00,Aqua Jet,Breaking Swipe,Draco Meteor,Dragon Claw,Drago,Coleottero - Lotta - Erba,Drago - Folletto - Ghiaccio,Elettro - Ghiaccio - Roccia
#0150,Mewtwo,Forma Normale,Psico,,Pokémon Genetico,Base,106,110,90,154,90,130,680,113.33,Earthquake,Ice Beam,Light Screen,Protect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0151,Mew,,Psico,,Pokémon Novaspecie,Base,100,100,100,100,100,100,600,100.00,Baton Pass,Earthquake,Fake Out,Flip Turn,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0164,Noctowl,,Normale,Volante,Pokémon Gufo,Stadio 1,100,50,50,86,96,70,452,75.33,Calm Mind,Dream Eater,Heat Wave,Hurricane,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0169,Crobat,,Veleno,Volante,Pokémon Pipistrello,Stadio 2,85,90,80,70,80,130,535,89.17,Absorb,Brave Bird,Cross Poison,Defog,Folletto - Erba,Coleottero - Lotta - Erba,Terra - Psico,Elettro - Ghiaccio - Roccia
#0170,Chinchou,,Acqua,Elettro,Pokémon Pescatore,Base,75,38,38,56,56,67,330,55.00,Hydro Pump,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,Volante - Acqua,Elettro - Erba,Terra
#0171,Lanturn,,Acqua,Elettro,Pokémon Luce,Stadio 1,125,58,58,76,76,67,460,76.67,Hydro Pump,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,Volante - Acqua,Elettro - Erba,Terra
#0172,Pichu,,Elettro,,Pokémon Topino,Baby,20,40,15,35,35,60,205,34.17,Fake Out,Light Screen,Protect,Reflect,Volante - Acqua,–,Terra,–
#0173,Cleffa,,Folletto,,Pokémon Stella,Baby,50,25,28,45,55,15,218,36.33,Light Screen,Protect,Reflect,Rest,Lotta - Buio - Drago,–,Veleno - Acciaio,–
#0174,Igglybuff,,Normale,Folletto,Pokémon Pallone,Baby,90,30,15,40,20,15,210,35.00,Light Screen,Protect,Reflect,Rest,–,Lotta - Buio - Drago,Lotta,Veleno - Acciaio
#0175,Togepi,,Folletto,,Pokémon Pallapunte,Baby,35,20,65,40,65,20,245,40.83,Baton Pass,Light Screen,Protect,Reflect,Lotta - Buio - Drago,–,Veleno - Acciaio,–
#0176,Togetic,,Folletto,Volante,Pokémon Felicità,Stadio 1,55,40,85,80,105,40,405,67.50,Baton Pass,Dazzling Gleam,Follow Me,Helping Hand,Lotta - Buio - Drago,Coleottero - Lotta - Erba,Veleno - Acciaio,Elettro - Ghiaccio - Roccia
#0177,Natu,,Psico,Volante,Pokémon Uccellino,Base,40,50,45,70,45,70,320,53.33,Baton Pass,Light Screen,Protect,Reflect,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0178,Xatu,,Psico,Volante,Pokémon Magico,Stadio 1,65,75,70,95,70,95,470,78.33,Baton Pass,Light Screen,Protect,Reflect,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0182,Bellossom,,Erba,,Pokémon Fiore,Stadio 2,75,80,95,90,100,50,490,81.67,Baton Pass,Protect,Reflect,Rest,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0183,Marill,,Acqua,Folletto,Pokémon Acquatopo,Stadio 1,70,20,50,20,50,40,250,41.67,Hydro Pump,Ice Beam,Knock Off,Light Screen,Fuoco - Terra - Roccia,Lotta - Buio - Drago,Elettro - Erba,Veleno - Acciaio
#0184,Azumarill,,Acqua,Folletto,Pokémon Acquniglio,Stadio 2,100,50,80,60,80,50,420,70.00,Aqua Jet,Belly Drum,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Lotta - Buio - Drago,Elettro - Erba,Veleno - Acciaio
#0185,Sudowoodo,,Roccia,,Pokémon Imitazione,Stadio 1,70,100,115,30,65,30,410,68.33,Earthquake,Head Smash,Protect,Rest,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0186,Politoed,,Acqua,,Pokémon Rana,Stadio 2,90,75,75,90,100,70,500,83.33,Earth Power,Earthquake,Haze,Helping Hand,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0194,Wooper,,Acqua,Terra,Pokémon Acquapesce,Base,55,45,45,25,25,15,210,35.00,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0195,Quagsire,,Acqua,Terra,Pokémon Acquapesce,Stadio 1,95,85,85,65,65,35,430,71.67,Earthquake,Haze,High Horsepower,Hydro Pump,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0196,Espeon,,Psico,,Pokémon Sole,Stadio 1,65,65,60,130,95,110,525,87.50,Baton Pass,Dazzling Gleam,Expanding Force,Fake Tears,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0197,Umbreon,,Buio,,Pokémon Lucelunare,Stadio 1,95,65,110,60,130,65,525,87.50,Baton Pass,Fake Tears,Foul Play,Helping Hand,Spettro - Psico,–,Coleottero - Folletto - Lotta,–
#0199,Slowking,Forma Normale,Acqua,Psico,Pokémon Reale,Stadio 1,95,75,80,100,110,30,490,81.67,Earthquake,Expanding Force,Heal Pulse,Hydro Pump,Fuoco - Terra - Roccia,Lotta - Veleno,Elettro - Erba,Coleottero - Buio - Spettro
#0199,Slowking,Forma Galar,Veleno,Psico,Pokémon Stregone,Stadio 1,95,65,80,110,110,30,490,81.67,Earthquake,Expanding Force,Heal Pulse,Hydro Pump,Folletto - Erba,Lotta - Veleno,Terra - Psico,Coleottero - Buio - Spettro
#0202,Wobbuffet,,Psico,,Pokémon Pazienza,Stadio 1,190,33,58,33,58,33,405,67.50,Destiny Bond,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0206,Dunsparce,,Normale,,Pokémon Terraserpe,Base,100,70,70,65,65,45,415,69.17,Air Slash,Amnesia,Aqua Tail,Baton Pass,–,–,Lotta,–
#0208,Steelix,Forma Normale,Acciaio,Terra,Pokémon Ferroserpe,Stadio 1,75,85,200,55,65,30,510,85.00,Earthquake,Gyro Ball,Head Smash,High Horsepower,Folletto - Ghiaccio - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta - Fuoco - Terra,Erba - Ghiaccio - Acqua
#0211,Qwilfish,Forma Normale,Acqua,Veleno,Pokémon Pallone,Base,65,95,85,55,55,85,440,73.33,Acid Spray,Acupressure,Aqua Jet,Destiny Bond,Fuoco - Terra - Roccia,Folletto - Erba,Elettro - Erba,Terra - Psico
#0211,Qwilfish,Forma Hisui,Buio,Veleno,Pokémon Pallone,Base,65,95,85,55,55,85,440,73.33,Acid Spray,Acupressure,Aqua Jet,Destiny Bond,Spettro - Psico,Folletto - Erba,Coleottero - Folletto - Lotta,Terra - Psico
#0212,Scizor,Forma Normale,Coleottero,Acciaio,Pokémon Chela,Stadio 1,70,130,100,55,80,65,500,83.33,Baton Pass,Bullet Punch,Dual Wingbeat,Iron Head,Erba - Buio - Psico,Folletto - Ghiaccio - Roccia,Fuoco - Volante - Roccia,Lotta - Fuoco - Terra
#0213,Shuckle,,Coleottero,Roccia,Pokémon Muffa,Base,20,10,230,10,230,5,505,84.17,Acupressure,Earthquake,Guard Split,Infestation,Erba - Buio - Psico,Coleottero - Fuoco - Volante - Ghiaccio,Fuoco - Volante - Roccia,Lotta - Erba - Terra - Acciaio - Acqua
#0214,Heracross,Forma Normale,Coleottero,Lotta,Pokémon Monocorno,Base,80,125,75,40,95,85,500,83.33,Brick Break,Earthquake,Knock Off,Megahorn,Erba - Buio - Psico,Buio - Ghiaccio - Normale - Roccia - Acciaio,Fuoco - Volante - Roccia,Folletto - Volante - Psico
#0215,Sneasel,Forma Normale,Buio,Ghiaccio,Pokémon Lamartigli,Base,55,95,55,35,75,115,430,71.67,Beat Up,Fake Out,Fake Tears,Foul Play,Spettro - Psico,Drago - Volante - Erba - Terra,Coleottero - Folletto - Lotta,Lotta - Fuoco - Roccia - Acciaio
#0215,Sneasel,Forma Hisui,Lotta,Veleno,Pokémon Lamartigli,Base,55,95,55,35,75,115,430,71.67,Beat Up,Fake Out,Fake Tears,Foul Play,Buio - Ghiaccio - Normale - Roccia - Acciaio,Folletto - Erba,Folletto - Volante - Psico,Terra - Psico
#0220,Swinub,,Ghiaccio,Terra,Pokémon Maiale,Base,50,50,40,30,30,50,250,41.67,Earthquake,Ice Beam,Light Screen,Protect,Drago - Volante - Erba - Terra,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta - Fuoco - Roccia - Acciaio,Erba - Ghiaccio - Acqua
#0221,Piloswine,,Ghiaccio,Terra,Pokémon Suino,Stadio 1,100,100,80,60,60,50,450,75.00,Earthquake,Ice Beam,Light Screen,Protect,Drago - Volante - Erba - Terra,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta - Fuoco - Roccia - Acciaio,Erba - Ghiaccio - Acqua
#0222,Corsola,Forma Normale,Acqua,Roccia,Pokémon Corallo,Base,65,55,95,65,95,35,410,68.33,Earthquake,Head Smash,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Erba,Lotta - Erba - Terra - Acciaio - Acqua
#0222,Corsola,Forma Galar,Spettro,,Pokémon Corallo,Base,60,55,100,65,100,30,410,68.33,Destiny Bond,Earthquake,Head Smash,Hydro Pump,Spettro - Psico,–,Buio - Spettro,–
#0223,Remoraid,,Acqua,,Pokémon Jet,Base,35,65,35,65,35,65,300,50.00,Hydro Pump,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0224,Octillery,,Acqua,,Pokémon Jet,Stadio 1,75,105,75,105,75,45,480,80.00,Energy Ball,Fire Blast,Flamethrower,Hydro Pump,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0225,Delibird,,Ghiaccio,Volante,Pokémon Consegna,Base,45,55,45,65,45,75,330,55.00,Baton Pass,Brave Bird,Brick Break,Destiny Bond,Drago - Volante - Erba - Terra,Coleottero - Lotta - Erba,Lotta - Fuoco - Roccia - Acciaio,Elettro - Ghiaccio - Roccia
#0226,Mantine,,Acqua,Volante,Pokémon Aquilone,Stadio 1,85,40,70,80,140,70,485,80.83,Earthquake,Hurricane,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Coleottero - Lotta - Erba,Elettro - Erba,Elettro - Ghiaccio - Roccia
#0227,Skarmory,,Acciaio,Volante,Pokémon Armuccello,Base,65,80,140,40,70,70,465,77.50,Body Press,Brave Bird,Protect,Rest,Folletto - Ghiaccio - Roccia,Coleottero - Lotta - Erba,Lotta - Fuoco - Terra,Elettro - Ghiaccio - Roccia
#0230,Kingdra,,Acqua,Drago,Pokémon Drago,Stadio 2,75,95,95,95,95,85,540,90.00,Blizzard,Draco Meteor,Dragon Pulse,Flip Turn,Fuoco - Terra - Roccia,Drago,Elettro - Erba,Drago - Folletto - Ghiaccio
#0233,Porygon2,,Normale,,Pokémon Virtuale,Stadio 1,85,80,90,105,95,60,515,85.83,Ally Switch,Ice Beam,Protect,Recover,–,–,Lotta,–
#0236,Tyrogue,,Lotta,,Pokémon Baruffa,Baby,35,35,35,35,35,35,210,35.00,Earthquake,Fake Out,Protect,Rapid Spin,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0238,Smoochum,,Ghiaccio,Psico,Pokémon Bacio,Baby,45,30,15,85,65,65,305,50.83,Fake Out,Ice Beam,Light Screen,Protect,Drago - Volante - Erba - Terra,Lotta - Veleno,Lotta - Fuoco - Roccia - Acciaio,Coleottero - Buio - Spettro
#0239,Elekid,,Elettro,,Pokémon Elettrico,Baby,45,63,37,65,55,95,360,60.00,Light Screen,Protect,Rest,Toxic,Volante - Acqua,–,Terra,–
#0240,Magby,,Fuoco,,Pokémon Carbonvivo,Baby,45,75,37,70,55,83,365,60.83,Protect,Rest,Toxic,,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0241,Miltank,,Normale,,Pokémon Bovino,Base,95,80,105,40,70,100,490,81.67,Body Press,Body Slam,Brick Break,Earthquake,–,–,Lotta,–
#0242,Blissey,,Normale,,Pokémon Felicità,Stadio 2,255,10,10,75,135,55,540,90.00,Ally Switch,Calm Mind,Defense Curl,Earthquake,–,–,Lotta,–
#0243,Raikou,,Elettro,,Pokémon Tuono,Base,90,85,75,115,100,115,580,96.67,Aura Sphere,Bulldoze,Eerie Impulse,Howl,Volante - Acqua,–,Terra,–
#0244,Entei,,Fuoco,,Pokémon Vulcano,Base,115,115,85,90,75,100,580,96.67,Bulldoze,Eruption,Extreme Speed,Heat Wave,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0245,Suicune,,Acqua,,Pokémon Aurora,Base,100,75,115,90,115,85,580,96.67,Calm Mind,Helping Hand,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0246,Larvitar,,Roccia,Terra,Pokémon Peldisasso,Base,50,64,50,45,50,41,300,50.00,Earthquake,Protect,Rest,Snarl,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta - Erba - Terra - Acciaio - Acqua,Erba - Ghiaccio - Acqua
#0247,Pupitar,,Roccia,Terra,Pokémon Guscioduro,Stadio 1,70,84,70,65,70,51,410,68.33,Earthquake,Protect,Rest,Snarl,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta - Erba - Terra - Acciaio - Acqua,Erba - Ghiaccio - Acqua
#0248,Tyranitar,Forma Normale,Roccia,Buio,Pokémon Armatura,Stadio 2,100,134,110,95,100,61,600,100.00,Assurance,Crunch,Earthquake,Fire Punch,Coleottero - Fuoco - Volante - Ghiaccio,Spettro - Psico,Lotta - Erba - Terra - Acciaio - Acqua,Coleottero - Folletto - Lotta
#0249,Lugia,,Psico,Volante,Pokémon Immersione,Base,106,90,130,90,154,110,680,113.33,Earthquake,Hydro Pump,Ice Beam,Light Screen,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0251,Celebi,,Psico,Erba,Pokémon Tempovia,Base,100,100,100,100,100,100,600,100.00,Baton Pass,Light Screen,Protect,Reflect,Lotta - Veleno,Terra - Roccia - Acqua,Coleottero - Buio - Spettro,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0252,Treecko,,Erba,,Pokémon Legnogeco,Base,40,45,35,65,55,70,310,51.67,Protect,Rest,Toxic,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0253,Grovyle,,Erba,,Pokémon Legnogeco,Stadio 1,50,65,45,85,65,95,405,67.50,Protect,Rest,Toxic,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0254,Sceptile,Forma Normale,Erba,,Pokémon Foresta,Stadio 2,70,85,65,105,85,120,530,88.33,Acrobatics,Breaking Swipe,Bulldoze,Crunch,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0255,Torchic,,Fuoco,,Pokémon Pulcino,Base,45,60,40,70,50,45,310,51.67,Baton Pass,Protect,Rest,Toxic,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0256,Combusken,,Fuoco,Lotta,Pokémon Rampollo,Stadio 1,60,85,60,85,60,55,405,67.50,Baton Pass,Protect,Rest,Toxic,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Ghiaccio - Normale - Roccia - Acciaio,Terra - Roccia - Acqua,Folletto - Volante - Psico
#0257,Blaziken,Forma Normale,Fuoco,Lotta,Pokémon Vampe,Stadio 2,80,120,70,110,70,80,530,88.33,Aura Sphere,Baton Pass,Blast Burn,Blaze Kick,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Ghiaccio - Normale - Roccia - Acciaio,Terra - Roccia - Acqua,Folletto - Volante - Psico
#0258,Mudkip,,Acqua,,Pokémon Fango Pesce,Base,50,70,50,50,50,40,310,51.67,Hydro Pump,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0259,Marshtomp,,Acqua,Terra,Pokémon Fango Pesce,Stadio 1,70,85,70,60,70,50,405,67.50,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0260,Swampert,Forma Normale,Acqua,Terra,Pokémon Fango Pesce,Stadio 2,100,110,90,85,90,60,535,89.17,Counter,Earth Power,Earthquake,Flip Turn,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0263,Zigzagoon,Forma Normale,Buio,Normale,Pokémon Procione,Base,38,30,41,30,41,60,240,40.00,Ice Beam,Protect,Rest,Toxic,Spettro - Psico,–,Coleottero - Folletto - Lotta,Lotta
#0263,Zigzagoon,Forma Galar,Normale,,Pokémon Procione,Base,38,30,41,30,41,60,240,40.00,Ice Beam,Protect,Rest,Toxic,–,–,Lotta,–
#0264,Linoone,Forma Normale,Buio,Normale,Pokémon Sfrecciante,Stadio 1,78,70,61,50,61,100,420,70.00,Ice Beam,Protect,Rest,Toxic,Spettro - Psico,–,Coleottero - Folletto - Lotta,Lotta
#0264,Linoone,Forma Galar,Normale,,Pokémon Sfrecciante,Stadio 1,78,70,61,50,61,100,420,70.00,Ice Beam,Protect,Rest,Toxic,–,–,Lotta,–
#0270,Lotad,,Acqua,Erba,Pokémon Alga,Base,40,30,30,40,50,30,220,36.67,Ice Beam,Protect,Rest,Scald,Fuoco - Terra - Roccia,Terra - Roccia - Acqua,Elettro - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0271,Lombre,,Acqua,Erba,Pokémon Giocoso,Stadio 1,60,50,50,60,70,50,340,56.67,Fake Out,Hydro Pump,Ice Beam,Knock Off,Fuoco - Terra - Roccia,Terra - Roccia - Acqua,Elettro - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0272,Ludicolo,,Acqua,Erba,Pokémon Spensierato,Stadio 2,80,70,70,90,100,70,480,80.00,Energy Ball,Fake Out,Giga Drain,Hydro Pump,Fuoco - Terra - Roccia,Terra - Roccia - Acqua,Elettro - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0273,Seedot,,Erba,,Pokémon Ghianda,Base,40,40,50,30,30,30,220,36.67,Protect,Rest,Toxic,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0274,Nuzleaf,,Erba,Buio,Pokémon Scaltro,Stadio 1,70,70,40,60,40,60,340,56.67,Fake Out,Protect,Rest,Snarl,Terra - Roccia - Acqua,Spettro - Psico,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Coleottero - Folletto - Lotta
#0275,Shiftry,,Erba,Buio,Pokémon Burbero,Stadio 2,90,100,60,90,60,80,480,80.00,Fake Out,Knock Off,Protect,Rest,Terra - Roccia - Acqua,Spettro - Psico,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Coleottero - Folletto - Lotta
#0278,Wingull,,Acqua,Volante,Pokémon Gabbiano,Base,40,30,30,55,30,85,270,45.00,Ice Beam,Knock Off,Protect,Rest,Fuoco - Terra - Roccia,Coleottero - Lotta - Erba,Elettro - Erba,Elettro - Ghiaccio - Roccia
#0279,Pelipper,,Acqua,Volante,Pokémon Alacquatico,Stadio 1,60,50,100,95,70,65,440,73.33,Hurricane,Hydro Pump,Ice Beam,Knock Off,Fuoco - Terra - Roccia,Coleottero - Lotta - Erba,Elettro - Erba,Elettro - Ghiaccio - Roccia
#0280,Ralts,,Psico,Folletto,Pokémon Sensazione,Base,28,25,25,45,35,40,198,33.00,Destiny Bond,Knock Off,Light Screen,Protect,Lotta - Veleno,Lotta - Buio - Drago,Coleottero - Buio - Spettro,Veleno - Acciaio
#0281,Kirlia,,Psico,Folletto,Pokémon Emozione,Stadio 1,38,35,35,65,55,50,278,46.33,Destiny Bond,Knock Off,Light Screen,Protect,Lotta - Veleno,Lotta - Buio - Drago,Coleottero - Buio - Spettro,Veleno - Acciaio
#0282,Gardevoir,Forma Normale,Psico,Folletto,Pokémon Abbraccio,Stadio 2,68,65,65,125,115,80,518,86.33,Ally Switch,Dazzling Gleam,Destiny Bond,Energy Ball,Lotta - Veleno,Lotta - Buio - Drago,Coleottero - Buio - Spettro,Veleno - Acciaio
#0290,Nincada,,Coleottero,Terra,Pokémon Novizio,Base,31,45,90,30,30,40,266,44.33,Protect,Rest,Toxic,,Erba - Buio - Psico,Elettro - Fuoco - Veleno - Roccia - Acciaio,Fuoco - Volante - Roccia,Erba - Ghiaccio - Acqua
#0291,Ninjask,,Coleottero,Volante,Pokémon Ninja,Stadio 1,61,90,45,50,50,160,456,76.00,Acrobatics,Baton Pass,Dig,Dual Wingbeat,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0292,Shedinja,,Coleottero,Spettro,Pokémon Cambiapelle,Sotto-Stadio,1,90,45,30,30,40,236,39.33,Ally Switch,Baton Pass,Phantom Force,Poltergeist,Erba - Buio - Psico,Spettro - Psico,Fuoco - Volante - Roccia,Buio - Spettro
#0293,Whismur,,Normale,,Pokémon Sussurro,Base,64,51,23,51,23,28,240,40.00,Howl,Ice Beam,Protect,Rest,–,–,Lotta,–
#0294,Loudred,,Normale,,Pokémon Vocione,Stadio 1,84,71,43,71,43,48,360,60.00,Earthquake,Howl,Ice Beam,Protect,–,–,Lotta,–
#0295,Exploud,,Normale,,Pokémon Fragore,Stadio 2,104,91,63,91,73,68,490,81.67,Blizzard,Boomburst,Earthquake,,–,–,Lotta,–
#0298,Azurill,,Normale,Folletto,Pokémon Pois,Baby,50,20,40,20,40,20,190,31.67,Ice Beam,Knock Off,Light Screen,Protect,–,Lotta - Buio - Drago,Lotta,Veleno - Acciaio
#0302,Sableye,Forma Normale,Buio,Spettro,Pokémon Oscurità,Base,50,75,75,65,65,50,380,63.33,Ally Switch,Fake Out,Foul Play,Helping Hand,Spettro - Psico,Spettro - Psico,Coleottero - Folletto - Lotta,Buio - Spettro
#0303,Mawile,Forma Normale,Acciaio,Folletto,Pokémon Inganno,Base,50,85,85,55,55,50,380,63.33,Baton Pass,Ice Beam,Knock Off,Protect,Folletto - Ghiaccio - Roccia,Lotta - Buio - Drago,Lotta - Fuoco - Terra,Veleno - Acciaio
#0304,Aron,,Acciaio,Roccia,Pokémon Corazza,Base,50,70,100,40,40,30,330,55.00,Earthquake,Head Smash,Protect,Rest,Folletto - Ghiaccio - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Lotta - Fuoco - Terra,Lotta - Erba - Terra - Acciaio - Acqua
